StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,Q37,Q36,Q35,Q26_1,Q38,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,FL_29_DO
2021-07-24 23:52:52,2021-07-24 23:52:59,IP Address,208.81.216.8,6,7,False,2021-07-31 23:53:00,R_2zuU8gerl6H7TBq,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01 13:05:59,2021-08-01 13:12:21,IP Address,99.21.64.107,100,381,True,2021-08-01 13:12:21,R_1MX5ePwhSvqQ5QV,,,,,37.5625,-122.000396728515625,anonymous,EN,Yes,,Female,,White,,Other Christian,,,"$80,000 to $89,999",Some College,Some College,Homeless,"Uneducated ",Unemployed,8,A,,,,,,Slightly Agree,Neutral,Slightly Disagree,Neutral,Slightly Disagree,Strongly Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Agree,Moderately Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Strongly Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Strongly Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Slightly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-08-01 17:52:32,2021-08-01 17:59:21,IP Address,172.1.246.39,100,409,True,2021-08-01 17:59:21,R_2yfQh2wnpp1ULDW,,,,,40.114898681640625,-82.90540313720703125,anonymous,EN,Yes,19,Non-Binary,,Black or African American,,Agnostic,,Neutral,"$80,000 to $89,999",Associate's Degree,Some College,,,,,,white men,white women,nonblack men,1,A,,,,,,,,,,,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,93,30,86,19,58,78,69,85,87,C,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-07-25 23:40:31,2021-07-25 23:40:46,IP Address,64.166.144.11,6,15,False,2021-08-01 23:40:49,R_2SCwhIezIB4PcE5,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-02 23:48:24,2021-08-03 00:04:46,IP Address,72.23.187.100,100,982,True,2021-08-03 00:04:47,R_1mpYqt2pgBnLsXg,,,,,41.1389007568359375,-81.8628997802734375,anonymous,EN,Yes,34,Female,,White,,Catholic,,Moderate Conservative,"$60,000 to $69,999",High School Diploma,Less Than High School,"service jobs, waitress,","jobs with technical degress, mechanics, welding",,3,A,,,,,,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,HighSESManipulation
2021-08-03 07:39:03,2021-08-03 07:45:59,IP Address,174.207.194.29,100,416,True,2021-08-03 07:46:00,R_8iEAs1tC1SDbCOB,,,,,39.1999969482421875,-84.4884033203125,anonymous,EN,Yes,,Female,,White,,Prefer Not To Answer,,Neutral,"$60,000 to $69,999",High School Diploma,High School Diploma,,,,,,Athletes,Inventors,Actresses/Actors,8,A,Slightly Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Strongly Disagree,Slightly Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Agree,Moderately Agree,Slightly Disagree,Slightly Disagree,Moderately Agree,Moderately Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Disagree,Slightly Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Somewhat Oppose,Strongly Oppose,Slightly Oppose,Slightly Oppose,Slightly Oppose,Slightly Favor,Strongly Favor,Somewhat Favor,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Slightly Favor,LowSESManipulation
2021-08-03 13:10:26,2021-08-03 13:21:09,IP Address,204.93.114.71,100,643,True,2021-08-03 13:21:10,R_2y2blY7R0xlzkmc,,,,,35.2527008056640625,-85.16300201416015625,anonymous,EN,Yes,33,Male,,White,,Evangelical Christian,,Strong Conservative,"$80,000 to $89,999",Associate's Degree,High School Diploma,"Those experiencing homelessness ",Drug addicts,Inner City,6,A,,,,,,Slightly Agree,Slightly Disagree,Moderately Disagree,Neutral,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Neutral,100,100,51,100,100,70,100,1,1,C,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Slightly Agree,Moderately Agree,Slightly Agree,Neutral,Moderately Agree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,Slightly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Slightly Favor,Slightly Favor,HighSESManipulation
2021-08-04 16:37:59,2021-08-04 16:43:52,IP Address,68.254.249.37,100,352,True,2021-08-04 16:43:53,R_2VrqW4Rkpu3dcSe,,,,,36.8419952392578125,-119.65779876708984375,anonymous,EN,Yes,36,Prefer Not To Answer,,Asian/Asian American,,Prefer Not To Answer,,Neutral,"$80,000 to $89,999",Less Than High School,Less Than High School,,,,,,,,,,,,,,,,,,,,,,,Strongly Disagree,Moderately Disagree,Strongly Disagree,Moderately Disagree,Neutral,Neutral,Neutral,50,40,50,50,50,50,50,50,50,C,Slightly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Slightly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-08-04 21:30:38,2021-08-04 21:37:10,IP Address,72.23.66.20,100,391,True,2021-08-04 21:37:11,R_2SABQrLWZUVYsN1,,,,,38.3780975341796875,-82.63210296630859375,anonymous,EN,Yes,43,Female,,White,,Other Christian,,Neutral,"$10,000 to $19,999",Some College,Less Than High School,,,,,,doctor,lawyer,teacher,6,A,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neutral,Moderately Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Neutral,Neutral,Neutral,Neutral,100,100,94,100,100,97,100,90,90,C,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Neutral,Slightly Disagree,Slightly Favor,Neutral,Slightly Favor,Neutral,Slightly Favor,Slightly Favor,Neutral,Neutral,Slightly Favor,Slightly Oppose,Neutral,Neutral,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,LowSESManipulation
2021-08-05 08:17:34,2021-08-05 08:25:29,IP Address,172.56.39.8,100,474,True,2021-08-05 08:25:29,R_3Pv0sLoKIDwk5Ob,,,,,37.9844970703125,-122.135498046875,anonymous,EN,Yes,,Female,,White,,Other Christian,,Neutral,"$70,000 to $79,999",Some College,Some College,"Homeless ","Unemployed ","Middle Class ",5,A,,,,,,Neutral,Slightly Disagree,Neutral,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Neutral,Moderately Disagree,Moderately Disagree,Slightly Agree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Agree,Slightly Agree,Moderately Agree,Neutral,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Disagree,Moderately Agree,Neutral,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Oppose,Strongly Favor,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-08-05 09:17:33,2021-08-05 09:32:35,IP Address,208.108.152.152,100,901,True,2021-08-05 09:32:35,R_9ZaweAVIPnp9LPP,,,,,41.389007568359375,-81.52570343017578125,anonymous,EN,Yes,29,Female,,Black or African American,,Spiritual,,Neutral,"$40,000 to $49,999",Less Than High School,Less Than High School,"Native Americans ",African Americans,Poverty/Low income,2,A,,,,,,,,,,,,,,,,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,100,35,100,32,44,51,51,98,99,C,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Moderately Agree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,HighSESManipulation
2021-08-07 19:48:19,2021-08-07 19:55:41,IP Address,72.23.66.20,100,441,True,2021-08-07 19:55:42,R_Tcs5sTHNLYvMigp,,,,,38.3780975341796875,-82.63210296630859375,anonymous,EN,Yes,43,Female,,White,,Other Christian,,Slight Conservative,"$10,000 to $19,999",Some College,Less Than High School,,,,,,doctor,lawyer,teacher,5,A,Slightly Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Strongly Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Slightly Agree,Neutral,Slightly Disagree,Slightly Disagree,Neutral,90,100,74,100,97,97,100,54,55,C,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Neutral,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Neutral,Moderately Disagree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Disagree,Slightly Disagree,Neutral,Somewhat Favor,Somewhat Favor,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Neutral,Neutral,Slightly Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,LowSESManipulation
2021-08-01 22:38:52,2021-08-01 22:40:25,IP Address,174.103.84.105,53,93,False,2021-08-08 22:40:29,R_2zVhd2L5TuecA5L,,,,,,,anonymous,EN,Yes,27,Male,,White,,Atheist,,Slight Liberal,"$10,000 to $19,999",High School Diploma,High School Diploma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LowSESManipulation
2021-08-08 23:28:32,2021-08-08 23:41:38,IP Address,50.230.186.62,100,786,True,2021-08-08 23:41:39,R_1DuNmREm3P6EV6B,,,,,41.70880126953125,-85.9759979248046875,anonymous,EN,Yes,28,Female,,Black or African American,,Islam,,Neutral,"$50,000 to $59,999",Associate's Degree,High School Diploma,Homeless,Less priviledge,Orphan,5,A,,,,,,,,,,,,,,,,,,Moderately Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Neutral,100,70,100,80,51,60,100,50,50,C,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Agree,Neutral,Slightly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,Slightly Favor,Somewhat Oppose,Neutral,Somewhat Oppose,Strongly Favor,Somewhat Favor,Slightly Favor,Somewhat Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,,Strongly Favor,Strongly Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,HighSESManipulation
2021-08-09 12:29:36,2021-08-09 12:38:49,IP Address,75.188.21.129,100,553,True,2021-08-09 12:38:49,R_1Lcg35ZrOx75kUu,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,20,Female,,Black or African American,,Islam,,Moderate Liberal,"$30,000 to $39,999",Associate's Degree,Less Than High School,"African Americans ",Immigrants,N/A,4,A,,,,,,,,,,,,,,,,,,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,50,80,80,80,100,100,81,81,C,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Moderately Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Agree,Strongly Agree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Slightly Favor,HighSESManipulation
2021-08-09 12:47:17,2021-08-09 12:52:32,IP Address,24.161.39.69,100,315,True,2021-08-09 12:52:34,R_Xj44BTRPhw4COEF,,,,,41.3578948974609375,-73.97260284423828125,anonymous,EN,Yes,20,Female,,White,,Catholic,,Extreme Liberal,"$100,000 to $149,999","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.",Master's Degree,,,,,,"President of the United States ","Neurosurgeon ","Plastic surgeon ",1,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Agree,Neutral,Neutral,Neutral,Strongly Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Neutral,Slightly Agree,Strongly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-08-09 14:33:16,2021-08-09 14:43:50,IP Address,75.188.16.228,100,634,True,2021-08-09 14:43:51,R_2chp58cNAMNmo9b,,,,,39.3184051513671875,-82.1011962890625,anonymous,EN,Yes,21,Female,,Middle Eastern/Arab American,,Islam,,Neutral,"Less than $10,000",Less Than High School,Less Than High School,unemployment,unstable job,low income,4,A,,,,,,,,,,,,,,,,,,Moderately Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,91,92,72,93,83,91,92,93,93,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Moderately Agree,Slightly Disagree,Neutral,Strongly Disagree,Neutral,Moderately Disagree,Moderately Agree,Moderately Agree,Neutral,Moderately Disagree,Neutral,Slightly Disagree,Slightly Oppose,Neutral,Slightly Oppose,Slightly Oppose,Strongly Favor,Neutral,Slightly Favor,Neutral,Slightly Oppose,Slightly Favor,Slightly Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Oppose,HighSESManipulation
2021-08-09 14:45:42,2021-08-09 14:52:51,IP Address,204.93.114.71,100,429,True,2021-08-09 14:52:52,R_Zqy1cfH0djGZpHb,,,,,35.2527008056640625,-85.16300201416015625,anonymous,EN,Yes,33,Male,,White,,Evangelical Christian,,Strong Conservative,"$80,000 to $89,999",Associate's Degree,Some College,,,,,,Wealthy,World Leaders,Athletes,6,A,Slightly Disagree,Moderately Disagree,Moderately Disagree,Slightly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Slightly Disagree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Moderately Disagree,Strongly Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,100,100,68,100,100,100,100,56,57,C,Slightly Agree,Slightly Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Neutral,Slightly Disagree,Strongly Agree,Moderately Disagree,Slightly Disagree,Strongly Disagree,Moderately Agree,Slightly Agree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-08-10 07:28:26,2021-08-10 07:37:39,IP Address,24.140.204.251,100,552,True,2021-08-10 07:37:40,R_2bPptUxhbztGmQ0,,,,,40.8141937255859375,-81.93869781494140625,anonymous,EN,Yes,27,Female,,White,,Prefer Not To Answer,,Neutral,"$10,000 to $19,999",Bachelor's Degree,High School Diploma,,,,,,President,Celebrity,Doctor,3,A,Slightly Agree,Neutral,Neutral,Slightly Disagree,Neutral,Strongly Agree,Neutral,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Slightly Disagree,Neutral,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,90,90,86,90,90,90,90,90,90,C,Moderately Agree,Neutral,Neutral,Neutral,Neutral,Slightly Disagree,Slightly Agree,Neutral,Slightly Agree,Slightly Disagree,Neutral,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,LowSESManipulation
2021-08-10 09:11:22,2021-08-10 09:49:11,IP Address,73.211.80.194,100,2269,True,2021-08-10 09:49:12,R_sqeVREoHOx0muQN,,,,,42.112396240234375,-87.97899627685546875,anonymous,EN,Yes,43,Female,,White,,Spiritual,,Neutral,"$70,000 to $79,999",High School Diploma,Some College,Physically Disabled/Ill,Mentally Disabled/Ill,Veterans,3,A,,,,,,Moderately Disagree,Moderately Disagree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Neutral,Strongly Disagree,Slightly Agree,Neutral,Strongly Disagree,Strongly Disagree,Moderately Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Neutral,Strongly Disagree,Neutral,Neutral,60,60,60,60,60,60,60,60,60,C,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Moderately Disagree,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Slightly Favor,Somewhat Favor,Strongly Favor,Strongly Favor,Slightly Oppose,Slightly Favor,Neutral,Neutral,Slightly Favor,Neutral,Somewhat Favor,Neutral,Slightly Favor,HighSESManipulation
