StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,C1,D1,D2,D2_7_TEXT,D3,D3_8_TEXT,D4,D4_13_TEXT,D5_1,D6,D7,D8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,SDO_17,Q37,Q36,Q35,Q38,Q26_1,Q32,Q33,Q34,Q29_1,Q39,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,WPS_6,WG_1,WG_2,WG_3,WG_4,WG_5,WG_6,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,MRS_7,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,Q40,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,CSER_17,SC0,FL_29_DO,SocialDominanceOrientation_DO,WhitePrivilegeScale_DO,WhiteGuiltScale_DO,ModernRacismScale_DO
2022-09-13 15:52:33,2022-09-13 15:58:37,IP Address,132.235.114.112,56,363,False,2022-09-20 15:58:44,R_bDBpglQ2M83j3EJ,,,,,,,anonymous,EN,Yes,18,Female,,White,,Spiritual,,Strong Liberal,"$30,000 to $39,999",High School Diploma,High School Diploma,Strongly Oppose,Strongly Oppose,Slightly Oppose,Strongly Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Neutral,Strongly Oppose,Somewhat Favor,Strongly Oppose,Slightly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,HighSESManipulation,SDO,,,
2022-09-20 16:12:41,2022-09-20 16:20:29,IP Address,64.247.70.97,100,468,True,2022-09-20 16:20:30,R_2qxbI0B94rsQahc,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Moderate Liberal,"$100,000 to $149,999",Master's Degree,Associate's Degree,Slightly Favor,Somewhat Oppose,Somewhat Oppose,Slightly Oppose,Somewhat Oppose,Somewhat Favor,Neutral,Slightly Favor,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Slightly Oppose,Slightly Favor,Neutral,Somewhat Favor,Slightly Favor,Homeless People,People receiving minimum wage,Uneducated people,A,3,,,,,,Slightly Agree,Slightly Agree,Moderately Agree,Slightly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Neutral,100,100,70,100,100,100,100,81,60,C,Moderately Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Slightly Agree,Slightly Disagree,Strongly Agree,Moderately Disagree,Neutral,Slightly Agree,Slightly Disagree,233,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-16 08:59:04,2022-09-20 16:43:36,IP Address,64.247.127.54,100,373471,True,2022-09-20 16:43:36,R_1hMDZkxnZCwjjIC,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Catholic,,Moderate Conservative,"$40,000 to $49,999",Bachelor's Degree,Bachelor's Degree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,famous,"rich ","successful ",5,A,Moderately Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Moderately Disagree,Strongly Agree,Slightly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,234,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-13 16:26:21,2022-09-13 16:47:36,IP Address,132.235.76.0,94,1275,False,2022-09-20 16:47:37,R_x8YyoTqfsjj4BUJ,,,,,,,anonymous,EN,Yes,18,Female,,White,,Prefer Not To Answer,,Slight Conservative,"$40,000 to $49,999",Bachelor's Degree,Bachelor's Degree,Somewhat Favor,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,Jeff Bezos,Bill Gates,Warren Buffett,3,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Strongly Disagree,Moderately Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,92,86,88,95,84,97,100,99,C,,,,,,,,,,,,,,,,,,191,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-21 08:12:04,2022-09-21 10:10:15,IP Address,132.235.52.137,100,7090,True,2022-09-21 10:10:15,R_2BqX4kvGcPHPU3M,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Other Christian,,Strong Conservative,"$60,000 to $69,999",Bachelor's Degree,Associate's Degree,Neutral,Slightly Favor,Slightly Favor,Slightly Favor,Somewhat Oppose,Slightly Favor,Somewhat Favor,Neutral,Slightly Oppose,Slightly Oppose,Neutral,Neutral,Slightly Favor,Slightly Favor,Slightly Favor,Neutral,Slightly Favor,,,,,,Celebrities,The rich,The powerful,6,A,Neutral,Neutral,Neutral,Slightly Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Neutral,Slightly Disagree,Neutral,100,100,86,100,100,100,100,100,100,C,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Moderately Disagree,Neutral,Moderately Agree,Moderately Agree,Neutral,Slightly Agree,Neutral,Neutral,Neutral,Slightly Disagree,259,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-21 10:24:18,2022-09-21 10:30:38,IP Address,132.235.73.234,100,380,True,2022-09-21 10:30:38,R_3PNotuP6rk0cKw9,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Catholic,,Slight Liberal,"$90,000 to $99,999",Master's Degree,Bachelor's Degree,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Slightly Favor,Slightly Favor,Strongly Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Immigrants,Teen Parents,High School Dropouts,A,8,,,,,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Strongly Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Moderately Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,91,93,93,73,93,93,81,93,93,C,Slightly Agree,Slightly Disagree,Moderately Agree,Moderately Disagree,Neutral,Neutral,Slightly Agree,Neutral,Neutral,Neutral,Slightly Agree,Neutral,Moderately Agree,Neutral,Neutral,Neutral,Slightly Disagree,248,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-21 10:50:31,2022-09-21 11:10:12,IP Address,174.203.128.53,100,1180,True,2022-09-21 11:10:12,R_2xFu7vUdyg9SbJk,,,,,40.3052,-79.5418,anonymous,EN,Yes,19,Female,,White,,Other Christian,,Slight Liberal,"$150,000 or more",Some College,Some College,Slightly Favor,Slightly Favor,Slightly Favor,Slightly Favor,Somewhat Favor,Somewhat Favor,Slightly Favor,Somewhat Favor,Somewhat Oppose,Slightly Favor,Somewhat Oppose,Slightly Favor,,Slightly Favor,Somewhat Favor,Slightly Favor,Slightly Favor,Jeff Bezos,Bill Gates,Mark Zuckerberg,A,5,,,,,,Slightly Agree,Slightly Agree,Slightly Agree,Moderately Agree,Slightly Disagree,Strongly Agree,Slightly Agree,Slightly Agree,Moderately Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Moderately Disagree,Slightly Agree,Slightly Disagree,Moderately Disagree,Moderately Disagree,Neutral,Neutral,100,100,100,100,100,100,100,100,100,C,Slightly Agree,Neutral,Neutral,Slightly Agree,Moderately Agree,Neutral,Moderately Agree,Moderately Disagree,Neutral,Slightly Disagree,Neutral,Neutral,Neutral,Moderately Disagree,Neutral,Neutral,Slightly Disagree,252,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-21 12:03:12,2022-09-21 12:11:10,IP Address,132.235.95.58,100,478,True,2022-09-21 12:11:11,R_3JxgU8UgTBmGrj1,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Catholic,,Extreme Liberal,"$80,000 to $89,999",Bachelor's Degree,Bachelor's Degree,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Favor,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,teachers,construction workers,janitors,A,4,,,,,,Strongly Agree,Strongly Agree,Moderately Agree,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,90,100,100,100,100,100,C,Moderately Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Neutral,Moderately Disagree,Slightly Agree,Neutral,Neutral,Moderately Disagree,Neutral,Slightly Agree,Slightly Agree,Neutral,Neutral,Neutral,Slightly Disagree,233,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-21 10:41:13,2022-09-21 12:28:48,IP Address,132.235.88.37,100,6455,True,2022-09-21 12:28:48,R_RLBNrgh3LwwQKBP,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,"White,Asian/Asian American",,Agnostic,,Neutral,"$80,000 to $89,999",Associate's Degree,Master's Degree,Neutral,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Slightly Favor,Strongly Favor,Strongly Favor,Neutral,Strongly Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Slightly Favor,,,,,,Doctors/Lawyers,The President,CEOs,3,A,Strongly Agree,Slightly Agree,Moderately Agree,Slightly Disagree,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Disagree,Slightly Agree,Neutral,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,80,100,50,100,100,100,100,100,C,Strongly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Neutral,Slightly Agree,Neutral,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Moderately Agree,Strongly Disagree,Slightly Disagree,242,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-21 14:24:02,2022-09-21 14:43:46,IP Address,132.235.191.31,100,1183,True,2022-09-21 14:43:47,R_1OuV5g2Z8btygOc,,,,,39.7184,-82.6073,anonymous,EN,Yes,18,Non-Binary,,White,,Spiritual,,Extreme Liberal,"$90,000 to $99,999",Bachelor's Degree,Master's Degree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,mentally-ill,those of color,physically disabled,A,5,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,0,100,0,100,100,27,75,50,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Slightly Disagree,247,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-21 14:32:37,2022-09-21 14:51:03,IP Address,64.247.127.254,100,1106,True,2022-09-21 14:51:04,R_1LYgHJvp5ikm4ou,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Catholic,,Neutral,"$100,000 to $149,999",High School Diploma,High School Diploma,Neutral,Strongly Oppose,Slightly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Slightly Favor,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,leaders (politicians),famous people,rich people,4,A,Slightly Agree,Slightly Agree,Moderately Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,100,100,100,100,100,100,C,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly Agree,Slightly Agree,Slightly Agree,Neutral,Neutral,Slightly Disagree,223,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-21 20:59:38,2022-09-21 21:08:44,IP Address,132.235.85.246,100,545,True,2022-09-21 21:08:44,R_3RxcawY1PfTLnNO,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Evangelical Christian,,Extreme Conservative,"$30,000 to $39,999",Less Than High School,Bachelor's Degree,Slightly Favor,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Oppose,Strongly Favor,Slightly Favor,Slightly Oppose,Somewhat Oppose,Slightly Favor,Slightly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,Slightly Favor,People who don't try to go and get help and a job.,"People who expect the government to give them well-fare checks to pay for things. ","People who come from a ""bottom of the ladder"" family. ",A,8,,,,,,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,70,90,70,95,95,40,80,,,C,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Slightly Disagree,245,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-21 21:19:52,2022-09-21 21:53:16,IP Address,64.247.67.96,100,2004,True,2022-09-21 21:53:16,R_3sievD3NGodM21B,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Male,,White,,Atheist,,Strong Liberal,"$80,000 to $89,999","Doctoral or Professional Degree (i.e., Ph.D., M.D., J.D.",Bachelor's Degree,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Oppose,Somewhat Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,"The president ",Major corporation CEO,"Celebrities ",6,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Slightly Agree,Moderately Agree,Moderately Disagree,Slightly Agree,Moderately Agree,Moderately Disagree,Strongly Disagree,Moderately Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,50,45,50,30,50,100,45,50,50,C,Moderately Agree,Slightly Disagree,Strongly Agree,Moderately Disagree,Neutral,Slightly Agree,Neutral,Slightly Disagree,Neutral,Strongly Disagree,Neutral,Slightly Agree,Moderately Disagree,Neutral,Slightly Disagree,Strongly Disagree,Slightly Disagree,236,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-22 11:14:55,2022-09-22 11:24:32,IP Address,64.247.72.99,100,576,True,2022-09-22 11:24:32,R_UoSjke8FTpZlEaJ,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,White,,Atheist,,Strong Liberal,"$80,000 to $89,999",Some College,Master's Degree,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,,,,,,Jeff Bezos,Elon Musk,Steve Jobbs,3,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Moderately Agree,Strongly Disagree,Slightly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,100,100,82,100,100,100,100,100,C,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,Neutral,Moderately Disagree,Slightly Agree,Neutral,Neutral,Moderately Disagree,Neutral,Moderately Disagree,Moderately Agree,Neutral,Neutral,Moderately Disagree,Moderately Disagree,224,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-22 12:29:22,2022-09-22 12:36:23,IP Address,132.235.117.52,100,421,True,2022-09-22 12:36:24,R_qEjDXqmBOy5ySvD,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Catholic,,Moderate Conservative,"$100,000 to $149,999",Some College,Associate's Degree,Slightly Favor,Strongly Oppose,Neutral,Strongly Oppose,Strongly Favor,Strongly Favor,Slightly Favor,Neutral,Somewhat Oppose,Neutral,Slightly Oppose,Slightly Oppose,Somewhat Favor,Slightly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Unemployed,"Homeless ",I dont know,A,6,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Slightly Disagree,Moderately Disagree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Moderately Disagree,Slightly Agree,Slightly Disagree,Neutral,100,100,100,100,100,100,100,,,C,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,240,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-22 10:40:51,2022-09-22 14:03:41,IP Address,64.247.127.254,100,12169,True,2022-09-22 14:03:41,R_2bNM5lJLLGsY5Ew,,,,,39.3184,-82.1012,anonymous,EN,Yes,18,Female,,"White,Asian/Asian American",,Catholic,,Moderate Conservative,"$70,000 to $79,999",Master's Degree,High School Diploma,Slightly Favor,Slightly Oppose,Slightly Favor,Slightly Favor,Slightly Favor,Somewhat Oppose,Somewhat Oppose,Slightly Oppose,Slightly Favor,Slightly Oppose,Slightly Favor,Somewhat Favor,Slightly Favor,Slightly Oppose,Neutral,Slightly Oppose,Slightly Favor,fast food workers,trash men,plumbers,A,6,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Agree,Moderately Disagree,Strongly Disagree,Slightly Agree,Moderately Disagree,Moderately Disagree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Moderately Agree,Slightly Disagree,Slightly Agree,Moderately Agree,Neutral,30,72,19,51,39,10,52,52,51,C,Moderately Agree,Slightly Agree,Slightly Agree,Moderately Agree,Neutral,Strongly Disagree,Moderately Agree,Moderately Disagree,Strongly Agree,Neutral,Neutral,Neutral,Moderately Agree,Moderately Disagree,Moderately Agree,Moderately Disagree,Slightly Disagree,252,HighSESManipulation,SDO,WPS,WG,MRS
2022-09-22 14:24:52,2022-09-22 14:45:53,IP Address,132.235.115.220,100,1260,True,2022-09-22 14:45:54,R_PMwj4yqbKOcNfGx,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,Black or African American,,Other Christian,,Moderate Liberal,"$100,000 to $149,999",Master's Degree,Master's Degree,Somewhat Oppose,Strongly Oppose,Strongly Oppose,Somewhat Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Somewhat Favor,Strongly Oppose,Slightly Oppose,,Slightly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,,,,,,white upper-class,heterosexual male,male doctor,5,A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Slightly Disagree,Slightly Agree,,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Disagree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,100,50,95,90,95,95,90,95,76,C,Moderately Disagree,Strongly Agree,Moderately Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Moderately Disagree,Moderately Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Moderately Disagree,Slightly Agree,Moderately Agree,Moderately Agree,Slightly Disagree,251,LowSESManipulation,SDO,WPS,WG,MRS
2022-09-23 11:35:35,2022-09-23 11:48:48,IP Address,64.247.127.254,100,792,True,2022-09-23 11:48:48,R_1dhqGeoeVmY9Len,,,,,39.3184,-82.1012,anonymous,EN,Yes,19,Female,,White,,Other Christian,,Moderate Liberal,"$90,000 to $99,999",Bachelor's Degree,Master's Degree,Slightly Oppose,Somewhat Oppose,Somewhat Oppose,Strongly Oppose,Slightly Oppose,Slightly Favor,Slightly Favor,Slightly Favor,Strongly Oppose,Neutral,Somewhat Oppose,Strongly Oppose,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Slightly Favor,"Homeless people  ","foster care children ","people living on food stamps poor income ",A,8,,,,,,Moderately Agree,Moderately Agree,Moderately Agree,Moderately Disagree,Neutral,Strongly Agree,Slightly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Slightly Agree,Moderately Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,90,74,91,91,90,97,96,70,63,C,Neutral,Neutral,Slightly Agree,Slightly Disagree,Neutral,Slightly Agree,Neutral,Neutral,Neutral,Slightly Disagree,Neutral,Slightly Agree,Slightly Agree,Neutral,Neutral,Neutral,Slightly Disagree,240,HighSESManipulation,SDO,WPS,WG,MRS
